one_inch_5_1.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,1,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 1
one_inch_5_2.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,2,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 2
one_inch_5_3.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,3,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 3
one_inch_5_4.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,4,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 4
one_inch_5_5.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,5,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 5
one_inch_5_6.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,6,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 6
one_inch_5_7.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,7,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 7
one_inch_5_8.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,8,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 8
one_inch_5_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,5,PUMP44@5220-5219,10,5,PUMP34@5010-5009,10,5,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:5 b: 9
one_inch_6_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 0
one_inch_6_1.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,1,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 1
one_inch_6_2.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,2,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 2
one_inch_6_3.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,3,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 3
one_inch_6_4.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,4,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 4
one_inch_6_5.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,5,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 5
one_inch_6_6.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,6,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 6
one_inch_6_7.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,7,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 7
one_inch_6_8.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,8,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 8
one_inch_6_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,6,PUMP44@5220-5219,10,6,PUMP34@5010-5009,10,6,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:6 b: 9
one_inch_7_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 0
one_inch_7_1.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,1,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 1
one_inch_7_2.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,2,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 2
one_inch_7_3.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,3,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 3
one_inch_7_4.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,4,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 4
one_inch_7_5.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,5,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 5
one_inch_7_6.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,6,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 6
one_inch_7_7.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,7,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 7
one_inch_7_8.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,8,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 8
one_inch_7_9.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,7,PUMP44@5220-5219,10,7,PUMP34@5010-5009,10,7,2909,9,0.0,no max flow,22.0,0.8,0,for loops a:7 b: 9
one_inch_8_0.p,NoWestside_withISDs_RainEvents.inp,True,ORIFICE33@17312-17313,1,8,PUMP44@5220-5219,10,8,PUMP34@5010-5009,10,8,2909,0,0.0,no max flow,22.0,0.8,0,for loops a:8 b: 0
